Pking_Entrez_geneID	Pking_gene_name	Pking_gene_symbol	type_of_gene
111841478	galectin 4	lgals4	protein-coding
111851185	galectin 8	lgals8	protein-coding
111850820	galectin like	lgalsl	protein-coding
111859578	leucine rich glioma inactivated 1	lgi1	protein-coding
111857583	leucine rich repeat LGI family member 3	lgi3	protein-coding
111856213	legumain	lgmn	protein-coding
111851501	leucine rich repeat containing G protein-coupled receptor 5	lgr5	protein-coding
111855234	leucine rich repeat containing G protein-coupled receptor 6	lgr6	protein-coding
111850736	lengsin, lens protein with glutamine synthetase domain	lgsn	protein-coding
111849958	LHFPL tetraspan subfamily member 2	lhfpl2	protein-coding
111851712	LHFPL tetraspan subfamily member 4	lhfpl4	protein-coding
111850659	LHFPL tetraspan subfamily member 6	lhfpl6	protein-coding
111853709	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	lhpp	protein-coding
111849809	LIM homeobox 1	lhx1	protein-coding
111858706	LIM homeobox 2	lhx2	protein-coding
111843476	LIM homeobox 3	lhx3	protein-coding
111844628	LIM homeobox 4	lhx4	protein-coding
111861122	LIM homeobox 5	lhx5	protein-coding
111846024	LIM homeobox 8	lhx8	protein-coding
111853080	lipoic acid synthetase	lias	protein-coding
111833143	DNA ligase 1	lig1	protein-coding
111836067	DNA ligase 3	lig3	protein-coding
111843644	DNA ligase 4	lig4	protein-coding
111853163	LIM and calponin homology domains 1	limch1	protein-coding
111859971	LIM domains containing 1	limd1	protein-coding
111837631	LIM domain containing 2	limd2	protein-coding
111837149	Lck interacting transmembrane adaptor 1	lime1	protein-coding
111839994	LIM domain kinase 2	limk2	protein-coding
111848894	lin-28 homolog A	lin28a	protein-coding
111840872	lin-28 homolog B	lin28b	protein-coding
111833694	lin-37 DREAM MuvB core complex component	lin37	protein-coding
111852391	lin-52 DREAM MuvB core complex component	lin52	protein-coding
111835502	lin-54 DREAM MuvB core complex component	lin54	protein-coding
111858260	lin-7 homolog B, crumbs cell polarity complex component	lin7b	protein-coding
111843336	lin-7 homolog C, crumbs cell polarity complex component	lin7c	protein-coding
111859292	leucine rich repeat and Ig domain containing 2	lingo2	protein-coding
111860371	leucine rich repeat and Ig domain containing 3	lingo3	protein-coding
111845053	lines homolog 1	lins1	protein-coding
111846780	lipase C, hepatic type	lipc	protein-coding
111856506	lipase G, endothelial type	lipg	protein-coding
111857268	lipase H	liph	protein-coding
111834152	lipoyltransferase 1	lipt1	protein-coding
111837958	lipoyl(octanoyl) transferase 2	lipt2	protein-coding
111839146	limb and CNS expressed 1	lix1	protein-coding
111853525	limb and CNS expressed 1 like	lix1l	protein-coding
111839846	LKAAEAR motif containing 1	lkaaear1	protein-coding
111849301	LLGL1, scribble cell polarity complex component	llgl1	protein-coding
111833187	LLGL2, scribble cell polarity complex component	llgl2	protein-coding
111857642	LLP homolog, long-term synaptic facilitation factor	llph	protein-coding
111852601	lectin, mannose binding 1	lman1	protein-coding
111835081	lectin, mannose binding 2	lman2	protein-coding
111847484	lectin, mannose binding 2 like	lman2l	protein-coding
111857631	limb development membrane protein 1	lmbr1	protein-coding
111855082	LMBR1 domain containing 1	lmbrd1	protein-coding
111842163	LMBR1 domain containing 2	lmbrd2	protein-coding
111843615	LIM and cysteine rich domains 1	lmcd1	protein-coding
111860608	lipase maturation factor 1	lmf1	protein-coding
111857198	leishmanolysin like peptidase	lmln	protein-coding
111838402	lamin A/C	lmna	protein-coding
111861028	lamin B1	lmnb1	protein-coding
111860280	lamin B2	lmnb2	protein-coding
111859419	LIM domain only 2	lmo2	protein-coding
111851820	LIM domain only 3	lmo3	protein-coding
111846493	LIM domain only 4	lmo4	protein-coding
111859964	LIM domain 7	lmo7	protein-coding
111839842	leiomodin 1	lmod1	protein-coding
111857697	leiomodin 2	lmod2	protein-coding
111842275	leiomodin 3	lmod3	protein-coding
111853331	lemur tyrosine kinase 3	lmtk3	protein-coding
111839226	leucyl and cystinyl aminopeptidase	lnpep	protein-coding
111838597	lunapark, ER junction formation factor	lnpk	protein-coding
111850081	ligand of numb-protein X 1	lnx1	protein-coding
111847564	lon peptidase 1, mitochondrial	lonp1	protein-coding
111851858	lon peptidase 2, peroxisomal	lonp2	protein-coding
111854136	LON peptidase N-terminal domain and ring finger 2	lonrf2	protein-coding
111848133	LON peptidase N-terminal domain and ring finger 3	lonrf3	protein-coding
111849778	lipoxygenase homology domains 1	loxhd1	protein-coding
111857551	lysyl oxidase like 2	loxl2	protein-coding
111846300	lysophosphatidic acid receptor 4	lpar4	protein-coding
111858057	lysophosphatidic acid receptor 6	lpar6	protein-coding
111844666	lysophosphatidylcholine acyltransferase 1	lpcat1	protein-coding
111832723	lysophosphatidylcholine acyltransferase 2	lpcat2	protein-coding
111835371	lysophosphatidylcholine acyltransferase 3	lpcat3	protein-coding
111856453	lysophosphatidylcholine acyltransferase 4	lpcat4	protein-coding
111858020	lysophosphatidylglycerol acyltransferase 1	lpgat1	protein-coding
111841284	lipin 1	lpin1	protein-coding
111857746	lipin 2	lpin2	protein-coding
111837379	LPS responsive beige-like anchor protein	lrba	protein-coding
111854130	leucine rich repeats and calponin homology domain containing 1	lrch1	protein-coding
111849199	leucine rich repeats and calponin homology domain containing 3	lrch3	protein-coding
111858048	leucine rich repeat and fibronectin type III domain containing 1	lrfn1	protein-coding
111834325	leucine rich repeat and fibronectin type III domain containing 2	lrfn2	protein-coding
111852622	leucine rich repeat and fibronectin type III domain containing 5	lrfn5	protein-coding
111853807	leucine rich repeats and guanylate kinase domain containing	lrguk	protein-coding
111858975	ligand dependent nuclear receptor interacting factor 1	lrif1	protein-coding
111834546	leucine rich repeats and immunoglobulin like domains 1	lrig1	protein-coding
111845683	leucine rich repeats and immunoglobulin like domains 3	lrig3	protein-coding
111859570	leucine rich repeat, Ig-like and transmembrane domains 1	lrit1	protein-coding
111859556	leucine rich repeat, Ig-like and transmembrane domains 2	lrit2	protein-coding
111849383	leucine rich repeat, Ig-like and transmembrane domains 3	lrit3	protein-coding
111839167	leucine rich melanocyte differentiation associated	lrmda	protein-coding
111846499	lymphoid restricted membrane protein	lrmp	protein-coding
111837734	LDL receptor related protein 10	lrp10	protein-coding
111843027	LDL receptor related protein 11	lrp11	protein-coding
111852600	LDL receptor related protein 12	lrp12	protein-coding
111846094	LDL receptor related protein 1B	lrp1b	protein-coding
111857047	LDL receptor related protein 2	lrp2	protein-coding
111832697	LDL receptor related protein 3	lrp3	protein-coding
111840811	LDL receptor related protein 4	lrp4	protein-coding
111859471	LDL receptor related protein 5	lrp5	protein-coding
111853155	LDL receptor related protein associated protein 1	lrpap1	protein-coding
111839999	leucine rich pentatricopeptide repeat containing	lrpprc	protein-coding
111852434	leucine rich repeat protein 1	lrr1	protein-coding
111852824	leucine rich repeat containing 1	lrrc1	protein-coding
111851664	leucine rich repeat containing 10	lrrc10	protein-coding
111850176	leucine rich repeat containing 14	lrrc14	protein-coding
111834087	leucine rich repeat containing 14B	lrrc14b	protein-coding
111843131	leucine rich repeat containing 17	lrrc17	protein-coding
111850354	leucine rich repeat containing 18	lrrc18	protein-coding
111856511	leucine rich repeat containing 2	lrrc2	protein-coding
111841931	leucine rich repeat containing 20	lrrc20	protein-coding
111857021	leucine rich repeat containing 23	lrrc23	protein-coding
111845030	leucine rich repeat containing 28	lrrc28	protein-coding
111838627	leucine rich repeat containing 3	lrrc3	protein-coding
111850125	leucine rich repeat containing 30	lrrc30	protein-coding
111853443	leucine rich repeat containing 31	lrrc31	protein-coding
111858440	leucine rich repeat containing 32	lrrc32	protein-coding
111839923	leucine rich repeat containing 34	lrrc34	protein-coding
111844651	leucine rich repeat containing 39	lrrc39	protein-coding
111842752	leucine rich repeat containing 3B	lrrc3b	protein-coding
111833282	leucine rich repeat containing 4	lrrc4	protein-coding
111858573	leucine rich repeat containing 40	lrrc40	protein-coding
111846060	leucine rich repeat containing 42	lrrc42	protein-coding
111848641	leucine rich repeat containing 45	lrrc45	protein-coding
111834308	leucine rich repeat containing 47	lrrc47	protein-coding
111836925	leucine rich repeat containing 4B	lrrc4b	protein-coding
111859515	leucine rich repeat containing 4C	lrrc4c	protein-coding
111859488	leucine rich repeat containing 56	lrrc56	protein-coding
111852509	leucine rich repeat containing 57	lrrc57	protein-coding
111852690	leucine rich repeat containing 58	lrrc58	protein-coding
111848625	leucine rich repeat containing 59	lrrc59	protein-coding
111845902	leucine rich repeat containing 6	lrrc6	protein-coding
111846418	leucine rich repeat containing 61	lrrc61	protein-coding
111850138	leucine rich repeat containing 66	lrrc66	protein-coding
111858579	leucine rich repeat containing 7	lrrc7	protein-coding
111858196	leucine rich repeat containing 71	lrrc71	protein-coding
111839021	leucine rich repeat containing 72	lrrc72	protein-coding
111849004	leucine rich repeat containing 73	lrrc73	protein-coding
111852402	leucine rich repeat containing 74A	lrrc74a	protein-coding
111852724	leucine rich repeat containing 74B	lrrc74b	protein-coding
111841852	leucine rich repeat containing 8 VRAC subunit A	lrrc8a	protein-coding
111846200	leucine rich repeat and coiled-coil centrosomal protein 1	lrrcc1	protein-coding
111851121	LRR binding FLII interacting protein 2	lrrfip2	protein-coding
111835195	leucine rich repeats and IQ motif containing 1	lrriq1	protein-coding
111845034	leucine rich repeat kinase 1	lrrk1	protein-coding
111853401	leucine rich repeat kinase 2	lrrk2	protein-coding
111843092	leucine rich repeat neuronal 3	lrrn3	protein-coding
111837343	leucine rich repeat transmembrane neuronal 1	lrrtm1	protein-coding
111847919	leucine rich repeat transmembrane neuronal 2	lrrtm2	protein-coding
111839361	leucine rich repeat transmembrane neuronal 4	lrrtm4	protein-coding
111836258	leucine rich repeat and sterile alpha motif containing 1	lrsam1	protein-coding
111833383	leucine rich repeats and transmembrane domains 1	lrtm1	protein-coding
111843104	leucine rich repeats and transmembrane domains 2	lrtm2	protein-coding
111847877	leucine rich repeats and WD repeat domain containing 1	lrwd1	protein-coding
111844031	limbic system associated membrane protein	lsamp	protein-coding
111848150	large 60S subunit nuclear export GTPase 1	lsg1	protein-coding
111843971	LSM10, U7 small nuclear RNA associated	lsm10	protein-coding
111860717	LSM11, U7 small nuclear RNA associated	lsm11	protein-coding
111848665	LSM12 homolog	lsm12	protein-coding
111848221	LSM14A, mRNA processing body assembly factor	lsm14a	protein-coding
111832841	LSM family member 14B	lsm14b	protein-coding
111836543	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	lsm2	protein-coding
111837172	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated	lsm3	protein-coding
111860164	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	lsm4	protein-coding
111850885	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated	lsm5	protein-coding
111837291	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	lsm6	protein-coding
111860277	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated	lsm7	protein-coding
111853811	LSM8 homolog, U6 small nuclear RNA associated	lsm8	protein-coding
111845428	lanosterol synthase	lss	protein-coding
111839299	latent transforming growth factor beta binding protein 1	ltbp1	protein-coding
111852403	latent transforming growth factor beta binding protein 2	ltbp2	protein-coding
111844042	latent transforming growth factor beta binding protein 4	ltbp4	protein-coding
111859874	leukotriene C4 synthase	ltc4s	protein-coding
111852371	leukocyte receptor tyrosine kinase	ltk	protein-coding
111840461	listerin E3 ubiquitin protein ligase 1	ltn1	protein-coding
111855088	LTV1 ribosome biogenesis factor	ltv1	protein-coding
111847745	LUC7 like	luc7l	protein-coding
111853870	LUC7 like 3 pre-mRNA splicing factor	luc7l3	protein-coding
111842597	leucine rich adaptor protein 1 like	lurap1l	protein-coding
111854808	leucine zipper protein 1	luzp1	protein-coding
111847181	latexin	lxn	protein-coding
111838953	lymphocyte antigen 75	ly75	protein-coding
111837690	Ly1 antibody reactive	lyar	protein-coding
111849480	LY6/PLAUR domain containing 6B	lypd6b	protein-coding
111857752	lysophospholipase I	lypla1	protein-coding
111854221	lysophospholipase II	lypla2	protein-coding
111847722	LYR motif containing 1	lyrm1	protein-coding
111843063	LYR motif containing 2	lyrm2	protein-coding
111841143	LYR motif containing 7	lyrm7	protein-coding
111856389	LYR motif containing 9	lyrm9	protein-coding
111838393	LysM domain containing 1	lysmd1	protein-coding
111845050	LysM domain containing 2	lysmd2	protein-coding
111859855	LysM domain containing 3	lysmd3	protein-coding
111845114	LysM domain containing 4	lysmd4	protein-coding
111856370	lysosomal trafficking regulator	lyst	protein-coding
111850525	lymphatic vessel endothelial hyaluronan receptor 1	lyve1	protein-coding
111834391	leucine zipper and CTNNBIP1 domain containing	lzic	protein-coding
111837817	leucine zipper transcription factor like 1	lztfl1	protein-coding
111854876	leucine zipper like transcription regulator 1	lztr1	protein-coding
111857536	leucine zipper tumor suppressor 1	lzts1	protein-coding
111848420	leucine zipper tumor suppressor 2	lzts2	protein-coding
111857376	meiosis 1 associated protein	m1ap	protein-coding
111858548	mannose-6-phosphate receptor, cation dependent	m6pr	protein-coding
111860972	MYCBP associated and testis expressed 1	maats1	protein-coding
111840445	mab-21 like 1	mab21l1	protein-coding
111837354	mab-21 like 2	mab21l2	protein-coding
111856159	mab-21 like 3	mab21l3	protein-coding
111846895	MET transcriptional regulator MACC1	macc1	protein-coding
111859637	macoilin 1	maco1	protein-coding
